Phy,mycorrhiza.type,Consensus_state,Number,Fraction
Dalbergia_latifolia,AM; others not addressed,,,
Dalbergia_latifolia,AM; others not addressed,,,
Dalbergia_latifolia,AM; no others,,,
Dalbergia_maritima,AM; no others,,,
Dalbergia_melanoxylon,AM; others not addressed,,,
Dalbergia_melanoxylon,AM; others not addressed,,,
Dalbergia_melanoxylon,AM; no others,,,
Dalbergia_melanoxylon,AM; no others,,,
Dalbergia_nigra,AM; others not addressed,,,
Dalbergia_nigra,AM; others not addressed,,,
Dalbergia_nitidula,AM; no others,,,
Dalbergia_nitidula,AM; no others,,,
Dalbergia_obtusifolia,AM; others not addressed,,,
Dalbergia_obtusifolia,AM; others not addressed,,,
Dalbergia_oliveri,AM; no others,,,
Dalbergia_oliveri,AM; no others,,,
Dalbergia_oliveri,AM; no others,,,
Dalbergia_oliveri,AM; no others,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; no others,,,
Dalbergia_sissoo,AM; no others,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; others not addressed,,,
Dalbergia_sissoo,AM; no others,,,
Dalbergia_sissoo,AM; no others,,,
Dalbergia_sissoo,AM; no others,,,
Dalea_candida,AM; others not addressed,,,
Daviesia_cordata,non-mycorrhizal (checked for all types),,,
Daviesia_cordata,non-mycorrhizal (checked for all types),,,
Daviesia_cordata,non-mycorrhizal (checked for all types),,,
Daviesia_corymbosa,AM; others not addressed,,,
Daviesia_corymbosa,EcM; others not addressed,,,
Daviesia_decurrens,non-mycorrhizal (checked for all types),,,
Daviesia_decurrens,non-mycorrhizal (checked for all types),,,
Daviesia_leptophylla,EcM; no others,,,
Dendrolobium_triangulare,AM; others not addressed,,,
Derris_scandens,non-AM; others not addressed,,,
Derris_scandens,AM; no others,,,
Derris_trifoliata,AM; others not addressed,,,
Derris_trifoliata,non-AM; others not addressed,,,
Derris_trifoliata,non-mycorrhizal (checked for all types),,,
Derris_trifoliata,non-mycorrhizal (checked for all types),,,
Derris_trifoliata,AM; no others,,,
Derris_trifoliata,AM; no others,,,
Derris_trifoliata,AM; no others,,,
Desmanthus_illinoensis,AM; others not addressed,,,
Desmanthus_virgatus,AM; others not addressed,,,
Desmodium_brownii,AM; no others,,,
Desmodium_dichotomum,non-AM; others not addressed,,,
Desmodium_dichotomum,AM; others not addressed,,,
Desmodium_elegans,AM; others not addressed,,,
Desmodium_gangeticum,non-AM; others not addressed,,,
Desmodium_gangeticum,AM; no others,,,
Desmodium_gangeticum,AM; no others,,,
Desmodium_gangeticum,AM; no others,,,
Desmodium_heterocarpon,AM; others not addressed,,,
Desmodium_heterocarpon,AM; others not addressed,,,
Desmodium_heterocarpon,AM; others not addressed,,,
Desmodium_heterocarpon,AM; others not addressed,,,
Desmodium_heterophyllum,AM; others not addressed,,,
Desmodium_microphyllum,AM; others not addressed,,,
Desmodium_microphyllum,AM; others not addressed,,,
Desmodium_multiflorum,AM; others not addressed,,,
Desmodium_paniculatum,AM; others not addressed,,,
Desmodium_renifolium,AM; no others,,,
Desmodium_tortuosum,AM; others not addressed,,,
Desmodium_trichostachyum,AM; no others,,,
Desmodium_triflorum,AM; others not addressed,,,
Desmodium_triflorum,AM; others not addressed,,,
Desmodium_triflorum,AM; others not addressed,,,
Desmodium_triflorum,AM; others not addressed,,,
Desmodium_triflorum,AM; others not addressed,,,
Desmodium_triflorum,AM; no others,,,
Desmodium_triflorum,AM; no others,,,
Desmodium_zonatum,AM; no others,,,
Dialium_guianense,AM; others not addressed,,,
Dialium_pachyphyllum,AM; no others,,,
Dialium_pachyphyllum,AM; no others,,,
Dialium_pachyphyllum,AM; no others,,,
Dicerma_biarticulatum,AM; others not addressed,,,
Dicorynia_guianensis,AM; others not addressed,,,
Dicorynia_guianensis,AM; others not addressed,,,
Dicorynia_guianensis,AM; others not addressed,,,
Dicorynia_guianensis,AM; others not addressed,,,
Dicorynia_guianensis,AM; others not addressed,,,
Dicymbe_altsonii,"EcM,AM",,,
Didelotia_africana,EcM; others not addressed,,,
Didelotia_africana,"EcM,AM",,,
Didelotia_africana,EcM; no others,,,
Didelotia_africana,EcM; no others,,,
Didelotia_africana,EcM; others not addressed,,,
Dillwynia_cinerascens,AM; no others,,,
Dillwynia_floribunda,EcM; others not addressed,,,
Dillwynia_hispida,"EcM,AM",,,
Dillwynia_juniperina,EcM; no others,,,
Dillwynia_retorta,EcM; others not addressed,,,
Dillwynia_retorta,AM; others not addressed,,,
Dimorphandra_mollis,non-mycorrhizal (checked for all types),,,
Dinizia_excelsa,AM; others not addressed,,,
Diplotropis_purpurea,AM; others not addressed,,,
Diplotropis_purpurea,AM; others not addressed,,,
Dipteryx_odorata,AM; others not addressed,,,
Dipteryx_odorata,AM; others not addressed,,,
Dipteryx_odorata,AM; no others,,,
Distemonanthus_benthamianus,AM; others not addressed,,,
Dorycnium_hirsutum,non-mycorrhizal (checked for all types),,,
Dorycnium_pentaphyllum,AM; others not addressed,,,
Dumasia_truncata,AM; others not addressed,,,
Dunbaria_villosa,AM; others not addressed,,,
Entada_abyssinica,AM; no others,,,
Enterolobium_contortisiliquum,AM; no others,,,
Enterolobium_contortisiliquum,AM; no others,,,
Enterolobium_contortisiliquum,AM; others not addressed,,,
Enterolobium_contortisiliquum,AM; others not addressed,,,
Enterolobium_contortisiliquum,AM; others not addressed,,,
Enterolobium_contortisiliquum,non-mycorrhizal (checked for all types),,,
Enterolobium_cyclocarpum,AM; others not addressed,,,
Enterolobium_cyclocarpum,AM; others not addressed,,,
Enterolobium_schomburgkii,AM; others not addressed,,,
Eperua_bijuga,AM; others not addressed,,,
Eperua_falcata,AM; others not addressed,,,
Eperua_falcata,AM; others not addressed,,,
Eperua_falcata,AM; others not addressed,,,
Eperua_falcata,AM; no others,,,
Eperua_falcata,AM; others not addressed,,,
Eperua_grandiflora,AM; others not addressed,,,
Eperua_grandiflora,AM; others not addressed,,,
Eperua_grandiflora,AM; others not addressed,,,
Eremosparton_songoricum,AM; others not addressed,,,
Erythrina_berteroana,AM; others not addressed,,,
Erythrina_crista-galli,AM; no others,,,
Erythrina_fusca,AM; others not addressed,,,
Erythrina_fusca,AM; others not addressed,,,
Erythrina_poeppigiana,AM; others not addressed,,,
Erythrina_variegata,AM; no others,,,
Erythrina_variegata,AM; no others,,,
Erythrina_variegata,non-AM; others not addressed,,,
Erythrina_variegata,AM; others not addressed,,,
Erythrophleum_africanum,AM; no others,,,
Erythrophleum_africanum,AM; no others,,,
Erythrophleum_africanum,AM; no others,,,
Eutaxia_microphylla,EcM; others not addressed,,,
Faidherbia_albida,AM; no others,,,
Faidherbia_albida,AM; no others,,,
Faidherbia_albida,AM; no others,,,
Faidherbia_albida,AM; others not addressed,,,
Faidherbia_albida,AM; others not addressed,,,
Falcataria_moluccana,AM; others not addressed,,,
Flemingia_macrophylla,AM; others not addressed,,,
Flemingia_macrophylla,AM; others not addressed,,,
Flemingia_strobilifera,AM; others not addressed,,,
Galactia_megalophylla,AM; no others,,,
Galactia_megalophylla,AM; no others,,,
Galactia_tenuiflora,non-AM; others not addressed,,,
Galactia_tenuiflora,AM; others not addressed,,,
Galactia_tenuiflora,AM; no others,,,
Galactia_tenuiflora,AM; others not addressed,,,
Galega_orientalis,AM; others not addressed,,,
Galega_orientalis,non-mycorrhizal (checked for all types),,,
Galega_orientalis,non-mycorrhizal (checked for all types),,,
Gastrolobium_bilobum,AM; no others,,,
Genista_tinctoria,AM; others not addressed,,,
Genista_tinctoria,AM; others not addressed,,,
Genista_tinctoria,AM; others not addressed,,,
Genista_tinctoria,AM; others not addressed,,,
Genista_tinctoria,AM; others not addressed,,,
Genista_tinctoria,AM; others not addressed,,,
Genista_tinctoria,AM; others not addressed,,,
Genista_tinctoria,non-mycorrhizal (checked for all types),,,
Gleditsia_amorphoides,"EcM,AM",,,
Gleditsia_fera,other,,,
Gleditsia_triacanthos,AM; others not addressed,,,
Gleditsia_triacanthos,AM; others not addressed,,,
Gleditsia_triacanthos,AM; no others,,,
Gleditsia_triacanthos,"EcM,AM",,,
Gleditsia_triacanthos,non-EcM; others not addressed,,,
Gliricidia_sepium,AM; others not addressed,,,
Gliricidia_sepium,AM; others not addressed,,,
Gliricidia_sepium,AM; others not addressed,,,
Gliricidia_sepium,AM; others not addressed,,,
Gliricidia_sepium,AM; others not addressed,,,
Gliricidia_sepium,AM; others not addressed,,,
Glycine_clandestina,AM; no others,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; no others,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; no others,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_max,AM; others not addressed,,,
Glycine_tomentella,AM; no others,,,
Glycyrrhiza_glabra,AM; others not addressed,,,
Glycyrrhiza_glabra,AM; others not addressed,,,
Glycyrrhiza_glabra,AM; others not addressed,,,
Glycyrrhiza_glabra,AM; no others,,,
Glycyrrhiza_korshinskyi,AM; others not addressed,,,
Glycyrrhiza_lepidota,AM; others not addressed,,,
Glycyrrhiza_uralensis,AM; others not addressed,,,
Glycyrrhiza_uralensis,AM; no others,,,
Gompholobium_grandiflorum,AM; no others,,,
Gompholobium_huegelii,EcM; no others,,,
Gompholobium_latifolium,EcM; others not addressed,,,
Gompholobium_latifolium,EcM; others not addressed,,,
Gompholobium_marginatum,AM; no others,,,
Gompholobium_marginatum,"EcM,AM",,,
Gompholobium_marginatum,"EcM,AM",,,
Gompholobium_subulatum,AM; no others,,,
Gompholobium_tomentosum,"EcM,AM",,,
Gompholobium_tomentosum,AM; no others,,,
Gompholobium_venustum,AM; no others,,,
Gompholobium_venustum,AM; no others,,,
Gompholobium_venustum,EcM; no others,,,
Gompholobium_venustum,"EcM,AM",,,
Gossweilerodendron_balsamiferum,AM; others not addressed,,,
Gossweilerodendron_balsamiferum,AM; no others,,,
Guibourtia_coleosperma,AM; no others,,,
Gymnocladus_dioica,AM; no others,,,
Halimodendron_halodendron,AM; others not addressed,,,
Halimodendron_halodendron,AM; others not addressed,,,
Halimodendron_halodendron,AM; others not addressed,,,
Halimodendron_halodendron,AM; others not addressed,,,
Halimodendron_halodendron,AM; no others,,,
Hardenbergia_comptoniana,AM; no others,,,
Hardenbergia_comptoniana,AM; no others,,,
Hardenbergia_violacea,EcM; others not addressed,,,
Havardia_albicans,AM; others not addressed,,,
Hedysarum_alpinum,AM; others not addressed,,,
Hedysarum_boreale,AM; no others,,,
Hedysarum_caucasicum,AM; others not addressed,,,
Hedysarum_caucasicum,AM; others not addressed,,,
Hedysarum_caucasicum,AM; others not addressed,,,
Hedysarum_coronarium,AM; others not addressed,,,
Hedysarum_hedysaroides,AM; others not addressed,,,
Hedysarum_hedysaroides,AM; others not addressed,,,
Hedysarum_spinosissimum,AM; others not addressed,,,
Hippocrepis_comosa,AM; others not addressed,,,
Hippocrepis_comosa,AM; no others,,,
Hippocrepis_emerus,AM; others not addressed,,,
Hippocrepis_emerus,AM; others not addressed,,,
Hippocrepis_emerus,AM; others not addressed,,,
Hippocrepis_emerus,AM; others not addressed,,,
Hippocrepis_unisiliquosa,AM; no others,,,
Hovea_linearis,AM; no others,,,
Hovea_trisperma,AM; no others,,,
Hovea_trisperma,AM; no others,,,
Hovea_trisperma,AM; no others,,,
Hylodesmum_repandum,AM; others not addressed,,,
Hylodesmum_repandum,AM; others not addressed,,,
Hylodesmum_repandum,AM; no others,,,
Hymenaea_courbaril,AM; others not addressed,,,
Hymenaea_courbaril,AM; others not addressed,,,
Hymenaea_courbaril,AM; no others,,,
Hymenaea_courbaril,AM; no others,,,
Hymenaea_courbaril,AM; no others,,,
Hymenaea_courbaril,AM; no others,,,
Hymenaea_courbaril,AM; others not addressed,,,
Hymenaea_courbaril,AM; others not addressed,,,
Hymenaea_courbaril,AM; others not addressed,,,
Hymenaea_courbaril,non-mycorrhizal (checked for all types),,,
Hymenaea_courbaril,AM; others not addressed,,,
Hymenaea_courbaril,non-mycorrhizal (checked for all types),,,
Hymenaea_stigonocarpa,AM; others not addressed,,,
Hymenolobium_flavum,AM; others not addressed,,,
Hymenostegia_afzelii,AM; no others,,,
Hymenostegia_afzelii,AM; no others,,,
Hymenostegia_afzelii,"EcM,AM",,,
Indigofera_amblyantha,AM; others not addressed,,,
Indigofera_argentea,AM; no others,,,
Indigofera_argentea,AM; no others,,,
Indigofera_australis,EcM; no others,,,
Indigofera_brevidens,AM; others not addressed,,,
Indigofera_cordifolia,AM; others not addressed,,,
Indigofera_cordifolia,AM; no others,,,
Indigofera_cordifolia,AM; others not addressed,,,
Indigofera_glandulosa,AM; others not addressed,,,
Indigofera_hirsuta,AM; others not addressed,,,
Indigofera_hirsuta,AM; others not addressed,,,
Indigofera_hirsuta,AM; others not addressed,,,
Indigofera_hirsuta,AM; no others,,,
Indigofera_kirilowii,AM; others not addressed,,,
Indigofera_linifolia,AM; others not addressed,,,
Indigofera_linifolia,non-mycorrhizal (checked for all types),,,
Indigofera_linifolia,AM; others not addressed,,,
Indigofera_linifolia,AM; no others,,,
Indigofera_pseudotinctoria,AM; others not addressed,,,
Indigofera_tinctoria,AM; others not addressed,,,
Indigofera_tinctoria,AM; no others,,,
Indigofera_vicioides,AM; others not addressed,,,
Inga_acreana,AM; others not addressed,,,
Inga_edulis,AM; others not addressed,,,
Inga_edulis,AM; others not addressed,,,
Inga_laurina,AM; others not addressed,,,
Inga_laurina,AM; others not addressed,,,
Inga_leiocalycina,AM; others not addressed,,,
Inga_leiocalycina,AM; no others,,,
Inga_nobilis,AM; no others,,,
Inga_pezizifera,AM; no others,,,
Inga_sessilis,AM; others not addressed,,,
Inga_sessilis,AM; others not addressed,,,
Inga_thibaudiana,AM; no others,,,
Inga_vera,AM; no others,,,
Intsia_palembanica,"EcM,AM",,,
Isoberlinia_angolensis,EcM; no others,,,
Isoberlinia_angolensis,EcM; others not addressed,,,
Isoberlinia_angolensis,EcM; others not addressed,,,
Isoberlinia_angolensis,EcM; others not addressed,,,
Jacksonia_dilatata,"EcM,AM",,,
Jacksonia_dilatata,"EcM,AM",,,
Jacksonia_dilatata,"EcM,AM",,,
Jacksonia_floribunda,AM; no others,,,
Jacksonia_floribunda,AM; no others,,,
Jacksonia_floribunda,"EcM,AM",,,
Jacksonia_floribunda,"EcM,AM",,,
Jacksonia_scoparia,EcM; others not addressed,,,
Julbernardia_globiflora,EcM; no others,,,
Julbernardia_globiflora,EcM; others not addressed,,,
Julbernardia_globiflora,EcM; no others,,,
Julbernardia_globiflora,EcM; others not addressed,,,
Julbernardia_paniculata,EcM; no others,,,
Julbernardia_paniculata,EcM; no others,,,
Julbernardia_paniculata,EcM; others not addressed,,,
Julbernardia_paniculata,EcM; others not addressed,,,
Julbernardia_paniculata,EcM; others not addressed,,,
Kennedia_coccinea,non-mycorrhizal (checked for all types),,,
Kennedia_coccinea,non-mycorrhizal (checked for all types),,,
Kennedia_coccinea,non-mycorrhizal (checked for all types),,,
Kennedia_coccinea,non-mycorrhizal (checked for all types),,,
Kennedia_coccinea,AM; no others,,,
Kennedia_prostrata,AM; no others,,,
Kennedia_prostrata,AM; no others,,,
Kennedia_prostrata,AM; no others,,,
Kennedia_prostrata,EcM; others not addressed,,,
Kennedia_rubicunda,AM; no others,,,
Kennedia_rubicunda,AM; no others,,,
Koompassia_malaccensis,non-mycorrhizal (checked for all types),,,
Kummerowia_striata,AM; others not addressed,,,
Kummerowia_striata,AM; others not addressed,,,
Kummerowia_striata,AM; others not addressed,,,
Kummerowia_striata,AM; others not addressed,,,
Kummerowia_striata,AM; others not addressed,,,
Lablab_purpureus,AM; others not addressed,,,
Lablab_purpureus,AM; others not addressed,,,
Lablab_purpureus,AM; others not addressed,,,
Lablab_purpureus,AM; others not addressed,,,
Lablab_purpureus,AM; others not addressed,,,
Lablab_purpureus,AM; no others,,,
Lablab_purpureus,AM; others not addressed,,,
Laburnum_anagyroides,AM; others not addressed,,,
Lathyrus_japonicus,AM; others not addressed,,,
Lathyrus_japonicus,AM; others not addressed,,,
Lathyrus_japonicus,AM; others not addressed,,,
Lathyrus_japonicus,AM; others not addressed,,,
Lathyrus_magellanicus,AM; others not addressed,,,
Lathyrus_niger,AM; others not addressed,,,
Lathyrus_niger,non-mycorrhizal (checked for all types),,,
Lathyrus_ochroleucus,AM; others not addressed,,,
Lathyrus_odoratus,AM; others not addressed,,,
Lathyrus_odoratus,AM; others not addressed,,,
Lathyrus_palustris,AM; no others,,,
Lathyrus_palustris,AM; no others,,,
Lathyrus_pisiformis,AM; others not addressed,,,
Lathyrus_pisiformis,AM; others not addressed,,,
Lathyrus_pisiformis,AM; others not addressed,,,
Lathyrus_pisiformis,AM; no others,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,non-mycorrhizal (checked for all types),,,
Lathyrus_pratensis,AM; no others,,,
Lathyrus_pratensis,AM; no others,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,non-mycorrhizal (checked for all types),,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_pratensis,AM; others not addressed,,,
Lathyrus_sativus,AM; others not addressed,,,
Lathyrus_tuberosus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lathyrus_vernus,AM; others not addressed,,,
Lens_culinaris,AM; others not addressed,,,
Lens_culinaris,AM; others not addressed,,,
Lens_culinaris,AM; others not addressed,,,
Lespedeza_bicolor,AM; others not addressed,,,
Lespedeza_buergeri,AM; others not addressed,,,
Lespedeza_capitata,AM; others not addressed,,,
Lespedeza_cyrtobotrya,AM; no others,,,
Lespedeza_juncea,AM; others not addressed,,,
Lespedeza_juncea,AM; others not addressed,,,
Lespedeza_juncea,AM; others not addressed,,,
Lespedeza_juncea,AM; no others,,,
Lespedeza_thunbergii,"EcM,AM",,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; others not addressed,,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; others not addressed,,,
Leucaena_leucocephala,AM; others not addressed,,,
Leucaena_leucocephala,AM; others not addressed,,,
Leucaena_leucocephala,AM; others not addressed,,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; no others,,,
Leucaena_leucocephala,AM; no others,,,
Lonchocarpus_campestris,AM; others not addressed,,,
Lonchocarpus_campestris,AM; others not addressed,,,
Lonchocarpus_muehlbergianus,AM; others not addressed,,,
Lonchocarpus_muehlbergianus,AM; others not addressed,,,
Lonchocarpus_muehlbergianus,AM; others not addressed,,,
Lonchocarpus_muehlbergianus,non-mycorrhizal (checked for all types),,,
Lonchocarpus_nitidus,EcM; others not addressed,,,
Lonchocarpus_nitidus,"EcM,AM",,,
Lotononis_involucrata,non-mycorrhizal (checked for all types),,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,non-mycorrhizal (checked for all types),,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; no others,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; no others,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,non-mycorrhizal (checked for all types),,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_corniculatus,AM; others not addressed,,,
Lotus_glaber,AM; others not addressed,,,
Lotus_halophilus,AM; others not addressed,,,
Lotus_ornithopodioides,non-mycorrhizal (checked for all types),,,
Lotus_pedunculatus,AM; others not addressed,,,
Lotus_tenuis,AM; others not addressed,,,
Lotus_tenuis,AM; others not addressed,,,
Lupinus_arcticus,non-mycorrhizal (checked for all types),,,
Lupinus_argenteus,AM; others not addressed,,,
Lupinus_argenteus,non-mycorrhizal (checked for all types),,,
Lupinus_luteus,AM; others not addressed,,,
Lupinus_mutabilis,AM; others not addressed,,,
Lupinus_polyphyllus,AM; others not addressed,,,
Lupinus_polyphyllus,non-mycorrhizal (checked for all types),,,
Lysiloma_latisiliquum,AM; others not addressed,,,
Lysiloma_latisiliquum,AM; others not addressed,,,
Maackia_amurensis,AM; others not addressed,,,
Maackia_amurensis,non-mycorrhizal (checked for all types),,,
Maackia_amurensis,AM; no others,,,
Maackia_amurensis,AM; others not addressed,,,
Maackia_amurensis,non-EcM; others not addressed,,,
Machaerium_nyctitans,AM; others not addressed,,,
Machaerium_stipitatum,AM; others not addressed,,,
Machaerium_stipitatum,AM; others not addressed,,,
Machaerium_stipitatum,AM; others not addressed,,,
Machaerium_stipitatum,AM; others not addressed,,,
Macrolobium_acaciifolium,AM; no others,,,
Macrolobium_acaciifolium,AM; no others,,,
Macrolobium_acaciifolium,AM; others not addressed,,,
Macrolobium_acaciifolium,EcM; no others,,,
Macrolobium_bifolium,AM; others not addressed,,,
Macrolobium_bifolium,AM; no others,,,
Macrolobium_limbatum,EcM; no others,,,
Macrolobium_suaveolens,AM; no others,,,
Macroptilium_atropurpureum,AM; others not addressed,,,
Macroptilium_atropurpureum,AM; others not addressed,,,
Macroptilium_atropurpureum,AM; others not addressed,,,
Macroptilium_lathyroides,AM; no others,,,
Macrotyloma_uniflorum,AM; others not addressed,,,
Medicago_falcata,AM; others not addressed,,,
Medicago_falcata,AM; others not addressed,,,
Medicago_falcata,AM; others not addressed,,,
Medicago_falcata,AM; others not addressed,,,
Medicago_falcata,AM; others not addressed,,,
Medicago_falcata,AM; no others,,,
Medicago_littoralis,AM; others not addressed,,,
Medicago_lupulina,AM; others not addressed,,,
Medicago_lupulina,AM; others not addressed,,,
Medicago_lupulina,AM; no others,,,
Medicago_lupulina,AM; no others,,,
Medicago_lupulina,AM; others not addressed,,,
Medicago_lupulina,AM; others not addressed,,,
Medicago_lupulina,AM; others not addressed,,,
Medicago_lupulina,AM; no others,,,
Medicago_marina,non-mycorrhizal (checked for all types),,,
Medicago_marina,AM; no others,,,
Medicago_marina,AM; others not addressed,,,
Medicago_medicaginoides,AM; others not addressed,,,
Medicago_medicaginoides,AM; others not addressed,,,
Medicago_medicaginoides,AM; others not addressed,,,
Medicago_medicaginoides,AM; others not addressed,,,
Medicago_medicaginoides,AM; others not addressed,,,
Medicago_minima,AM; others not addressed,,,
Medicago_minima,AM; no others,,,
Medicago_minima,AM; no others,,,
Medicago_minima,non-mycorrhizal (checked for all types),,,
Medicago_minima,AM; no others,,,
Medicago_minima,AM; no others,,,
Medicago_polymorpha,AM; others not addressed,,,
Medicago_polymorpha,AM; no others,,,
Medicago_polymorpha,AM; others not addressed,,,
Medicago_polymorpha,AM; others not addressed,,,
Medicago_polymorpha,AM; others not addressed,,,
Medicago_polymorpha,AM; no others,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; no others,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Medicago_sativa,AM; others not addressed,,,
Melilotus_albus,AM; others not addressed,,,
Melilotus_albus,AM; others not addressed,,,
Melilotus_albus,AM; others not addressed,,,
Melilotus_albus,AM; others not addressed,,,
Melilotus_dentatus,AM; others not addressed,,,
Melilotus_indicus,AM; others not addressed,,,
Melilotus_indicus,AM; others not addressed,,,
Melilotus_indicus,AM; others not addressed,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; no others,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; others not addressed,,,
Melilotus_officinalis,AM; no others,,,
Melilotus_suaveolens,AM; others not addressed,,,
Microberlinia_bisulcata,EcM; others not addressed,,,
Microberlinia_bisulcata,EcM; no others,,,
Microberlinia_bisulcata,EcM; no others,,,
Microberlinia_bisulcata,EcM; others not addressed,,,
Microberlinia_bisulcata,EcM; others not addressed,,,
Microberlinia_bisulcata,EcM; others not addressed,,,
Microberlinia_bisulcata,EcM; others not addressed,,,
Millettia_dielsiana,AM; others not addressed,,,
Millettia_laurentii,AM; no others,,,
Mimosa_bimucronata,AM; others not addressed,,,
Mimosa_borealis,AM; others not addressed,,,
Mimosa_lacerata,AM; others not addressed,,,
Mimosa_luisana,AM; others not addressed,,,
Mimosa_polyantha,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
