"","x"
"1530","Lasiini"
"1531","Lasiini"
"1532","Lasiini"
"1533",NA
"1534","Lasiini"
"1535","Lasiini"
"1536",NA
"1537","Lasiini"
"1538","Lasiini"
"1539","Lasiini"
"1540","Lasiini"
"1541","Lasiini"
"1542",NA
"1543","Lasiini"
"1544","Lasiini"
"1545","Lasiini"
"1546",NA
"1547",NA
"1548","Lasiini"
"1549","Lasiini"
"1550","Lasiini"
"1551","Lasiini"
"1552","Lasiini"
"1553","Lasiini"
"1554","Lasiini"
"1555",NA
"1556","Lasiini"
"1557","Lasiini"
"1558",NA
"1559",NA
"1560",NA
"1561","Lasiini"
"1562","Lasiini"
"1563","Lasiini"
"1564","Lasiini"
"1565","Lasiini"
"1566","Lasiini"
"1567","Lasiini"
"1568","Lasiini"
"1569","Lasiini"
"1570","Lasiini"
"1571","Lasiini"
"1572","Lasiini"
"1573","Lasiini"
"1574","Lasiini"
"1575","Lasiini"
"1576","Lasiini"
"1577","Lasiini"
"1578","Lasiini"
"1579","Lasiini"
"1580",NA
"1581",NA
"1582",NA
"1583","Plagiolepidini"
"1584","Plagiolepidini"
"1585","Plagiolepidini"
"1586","Plagiolepidini"
"1587",NA
"1588",NA
"1589","Plagiolepidini"
"1590",NA
"1591","Plagiolepidini"
"1592","Plagiolepidini"
"1593","Plagiolepidini"
"1594",NA
"1595","Plagiolepidini"
"1596","Plagiolepidini"
"1597","Plagiolepidini"
"1598","Plagiolepidini"
"1599","Plagiolepidini"
"1600","Plagiolepidini"
"1601",NA
"1602",NA
"1603","Plagiolepidini"
"1604",NA
"1605","Plagiolepidini"
"1606","Leptanillini"
"1607","Leptanillini"
"1608","Leptanillini"
"1609",NA
"1610","Leptanillini"
"1611","Leptanillini"
"1612","Leptanillini"
"1613",NA
"1614",NA
"1615","Leptanillini"
"1616","Leptanillini"
"1617",NA
"1618","Leptanillini"
"1619",NA
"1620","Leptanillini"
"1621","Leptanillini"
"1622",NA
"1623",NA
"1624",NA
"1625",NA
"1626",NA
"1627",NA
"1628",NA
"1629","Ponerini"
"1630","Ponerini"
"1631","Ponerini"
"1632","Ponerini"
"1633","Ponerini"
"1634","Ponerini"
"1635","Ponerini"
"1636","Ponerini"
"1637","Ponerini"
"1638",NA
"1639",NA
"1640",NA
"1641","Ponerini"
"1642","Ponerini"
"1643",NA
"1644","Ponerini"
"1645","Ponerini"
"1646","Ponerini"
"1647","Ponerini"
"1648",NA
"1649",NA
"1650","Ponerini"
"1651","Ponerini"
"1652","Ponerini"
"1653","Ponerini"
"1654","Ponerini"
"1655","Ponerini"
"1656","Ponerini"
"1657","Ponerini"
"1658","Ponerini"
"1659",NA
"1660","Ponerini"
"1661",NA
"1662","Ponerini"
"1663","Ponerini"
"1664",NA
"1665",NA
"1666",NA
"1667","Formicoxenini"
"1668","Formicoxenini"
"1669",NA
"1670","Formicoxenini"
"1671",NA
"1672","Formicoxenini"
"1673",NA
"1674","Formicoxenini"
"1675","Formicoxenini"
"1676","Formicoxenini"
"1677","Formicoxenini"
"1678","Formicoxenini"
"1679",NA
"1680",NA
"1681",NA
"1682",NA
"1683",NA
"1684",NA
"1685",NA
"1686",NA
"1687",NA
"1688",NA
"1689",NA
"1690",NA
"1691",NA
"1692",NA
"1693",NA
"1694",NA
"1695",NA
"1696","Metaponini"
"1697",NA
"1698","Pheidolini"
"1699","Pheidolini"
"1700","Pheidolini"
"1701",NA
"1702","Pheidolini"
"1703","Pheidolini"
"1704","Pheidolini"
"1705","Pheidolini"
"1706",NA
"1707","Stenammini"
"1708","Stenammini"
"1709","Stenammini"
"1710",NA
"1711",NA
"1712","Stenammini"
"1713",NA
"1714","Stenammini"
"1715",NA
"1716",NA
"1717","Myrmicini"
"1718",NA
"1719","Myrmicini"
"1720","Myrmicini"
"1721","Myrmicini"
"1722",NA
"1723","Stenammini"
"1724",NA
"1725",NA
"1726",NA
"1727","Stenammini"
"1728","Stenammini"
"1729",NA
"1730",NA
"1731","Solenopsidini"
"1732",NA
"1733","Solenopsidini"
"1734","Solenopsidini"
"1735","Solenopsidini"
"1736","Solenopsidini"
"1737","Solenopsidini"
"1738",NA
"1739","Solenopsidini"
"1740","Solenopsidini"
"1741",NA
"1742","Melissotarsini"
"1743","Melissotarsini"
"1744","Melissotarsini"
"1745","Melophorini"
"1746","Melophorini"
"1747","Melophorini"
"1748","Melophorini"
"1749","Melophorini"
"1750","Meranoplini"
"1751",NA
"1752","Meranoplini"
"1753",NA
"1754","Meranoplini"
"1755",NA
"1756","Meranoplini"
"1757","Meranoplini"
"1758","Meranoplini"
"1759","Meranoplini"
"1760","Meranoplini"
"1761","Meranoplini"
"1762","Meranoplini"
"1763",NA
"1764","Meranoplini"
"1765","Meranoplini"
"1766","Meranoplini"
"1767",NA
"1768",NA
"1769",NA
"1770",NA
"1771","Pheidolini"
"1772","Pheidolini"
"1773","Pheidolini"
"1774","Pheidolini"
"1775","Pheidolini"
"1776","Pheidolini"
"1777","Pheidolini"
"1778","Pheidolini"
"1779","Pheidolini"
"1780","Pheidolini"
"1781",NA
"1782","Pheidolini"
"1783","Pheidolini"
"1784","Pheidolini"
"1785","Pheidolini"
"1786","Pheidolini"
"1787","Pheidolini"
"1788","Pheidolini"
"1789",NA
"1790","Pheidolini"
"1791","Pheidolini"
"1792",NA
"1793",NA
"1794","Pheidolini"
"1795","Pheidolini"
"1796","Pheidolini"
"1797",NA
"1798","Pheidolini"
"1799",NA
"1800","Pheidolini"
"1801","Pheidolini"
"1802","Pheidolini"
"1803","Pheidolini"
"1804","Pheidolini"
"1805",NA
"1806","Pheidolini"
"1807",NA
"1808",NA
"1809","Pheidolini"
"1810","Pheidolini"
"1811","Pheidolini"
"1812","Pheidolini"
"1813",NA
"1814","Pheidolini"
"1815","Pheidolini"
"1816",NA
"1817","Pheidolini"
"1818","Pheidolini"
"1819",NA
"1820","Pheidolini"
"1821",NA
"1822","Pheidolini"
"1823","Pheidolini"
"1824","Metaponini"
"1825","Metaponini"
"1826",NA
"1827",NA
"1828","Solenopsidini"
"1829",NA
"1830",NA
"1831",NA
"1832","Solenopsidini"
"1833","Solenopsidini"
"1834","Solenopsidini"
"1835","Solenopsidini"
"1836","Solenopsidini"
"1837",NA
"1838","Solenopsidini"
"1839","Solenopsidini"
"1840",NA
"1841","Solenopsidini"
"1842","Solenopsidini"
"1843",NA
"1844",NA
"1845","Solenopsidini"
"1846","Solenopsidini"
"1847","Solenopsidini"
"1848",NA
"1849","Solenopsidini"
"1850","Solenopsidini"
"1851",NA
"1852","Solenopsidini"
"1853",NA
"1854","Solenopsidini"
"1855",NA
"1856",NA
"1857","Solenopsidini"
"1858","Solenopsidini"
"1859","Solenopsidini"
"1860",NA
"1861",NA
"1862","Solenopsidini"
"1863","Solenopsidini"
"1864","Solenopsidini"
"1865",NA
"1866","Solenopsidini"
"1867",NA
"1868","Solenopsidini"
"1869","Solenopsidini"
"1870","Solenopsidini"
"1871",NA
"1872","Solenopsidini"
"1873",NA
"1874","Solenopsidini"
"1875","Solenopsidini"
"1876","Solenopsidini"
"1877","Solenopsidini"
"1878","Solenopsidini"
"1879",NA
"1880",NA
"1881",NA
"1882",NA
"1883","Solenopsidini"
"1884",NA
"1885",NA
"1886",NA
"1887","Solenopsidini"
"1888",NA
"1889","Solenopsidini"
"1890",NA
"1891","Solenopsidini"
"1892","Solenopsidini"
"1893","Solenopsidini"
"1894","Solenopsidini"
"1895",NA
"1896",NA
"1897","Solenopsidini"
"1898","Solenopsidini"
"1899","Solenopsidini"
"1900","Solenopsidini"
"1901",NA
"1902","Solenopsidini"
"1903","Solenopsidini"
"1904",NA
"1905","Solenopsidini"
"1906","Solenopsidini"
"1907","Solenopsidini"
"1908","Solenopsidini"
"1909","Solenopsidini"
"1910","Solenopsidini"
"1911",NA
"1912","Solenopsidini"
"1913",NA
"1914",NA
"1915",NA
"1916",NA
"1917",NA
"1918","Attini"
"1919",NA
"1920","Attini"
"1921",NA
"1922","Attini"
"1923","Attini"
"1924","Attini"
"1925","Attini"
"1926",NA
"1927",NA
"1928","Attini"
"1929","Attini"
"1930",NA
"1931","Ponerini"
"1932","Ponerini"
"1933",NA
"1934","Ponerini"
"1935","Amblyoponini"
"1936",NA
"1937","Myrmeciini"
"1938",NA
"1939","Myrmeciini"
"1940","Myrmeciini"
"1941","Myrmeciini"
"1942","Myrmeciini"
"1943","Myrmeciini"
"1944","Myrmeciini"
"1945","Myrmeciini"
"1946","Myrmeciini"
"1947","Myrmeciini"
"1948","Myrmeciini"
"1949","Myrmeciini"
"1950","Myrmeciini"
"1951","Myrmeciini"
"1952","Myrmeciini"
"1953","Myrmeciini"
"1954","Myrmeciini"
"1955","Myrmeciini"
"1956","Myrmeciini"
"1957","Myrmeciini"
"1958","Myrmeciini"
"1959","Myrmeciini"
"1960","Myrmeciini"
"1961","Myrmeciini"
"1962","Myrmeciini"
"1963","Myrmeciini"
"1964","Myrmecinini"
"1965","Myrmecinini"
"1966","Myrmecinini"
"1967","Myrmecinini"
"1968",NA
"1969",NA
"1970","Myrmecinini"
"1971","Myrmecinini"
"1972","Lasiini"
"1973","Lasiini"
"1974","Lasiini"
"1975","Lasiini"
"1976","Lasiini"
"1977","Lasiini"
"1978","Lasiini"
"1979","Lasiini"
"1980","Myrmelachistini"
"1981","Myrmelachistini"
"1982",NA
"1983","Myrmelachistini"
"1984","Myrmelachistini"
"1985","Myrmelachistini"
"1986","Myrmelachistini"
"1987","Myrmelachistini"
"1988","Myrmelachistini"
"1989","Myrmelachistini"
"1990","Myrmelachistini"
"1991",NA
"1992",NA
"1993","Myrmicini"
"1994","Myrmicini"
"1995","Myrmicini"
"1996",NA
"1997","Myrmicini"
"1998","Myrmicini"
"1999",NA
"2000","Myrmicini"
"2001","Myrmicini"
"2002","Myrmicini"
"2003","Myrmicini"
"2004","Myrmicini"
"2005","Myrmicini"
"2006",NA
"2007",NA
"2008",NA
"2009",NA
"2010","Myrmicini"
"2011",NA
"2012","Myrmicini"
"2013",NA
"2014","Myrmicini"
"2015",NA
"2016",NA
"2017",NA
"2018","Myrmicini"
"2019","Myrmicini"
"2020","Myrmicini"
"2021",NA
"2022","Myrmicini"
"2023","Myrmicini"
"2024",NA
"2025",NA
"2026",NA
"2027","Myrmicini"
"2028","Myrmicini"
"2029","Myrmicini"
"2030","Myrmicini"
"2031","Myrmicini"
"2032",NA
"2033","Myrmicini"
"2034","Myrmicini"
"2035","Myrmicini"
"2036","Myrmicini"
"2037","Myrmicini"
"2038",NA
"2039",NA
"2040",NA
"2041","Myrmicini"
"2042","Myrmicini"
"2043","Myrmicini"
"2044","Myrmicini"
"2045","Myrmicini"
"2046","Myrmicini"
"2047","Myrmicini"
"2048","Myrmicini"
"2049",NA
"2050",NA
"2051",NA
"2052","Myrmicini"
"2053",NA
"2054",NA
"2055",NA
"2056",NA
"2057",NA
"2058","Myrmicini"
"2059","Myrmicini"
"2060",NA
"2061",NA
"2062",NA
"2063","Myrmicini"
"2064",NA
"2065","Myrmicini"
"2066",NA
"2067",NA
"2068","Myrmicini"
"2069","Myrmicini"
"2070","Myrmicini"
"2071","Myrmicini"
"2072","Myrmicini"
"2073","Myrmicini"
"2074","Myrmicini"
"2075",NA
"2076","Myrmicini"
"2077","Myrmicini"
"2078","Myrmicini"
"2079","Myrmicini"
"2080","Myrmicini"
"2081",NA
"2082",NA
"2083",NA
"2084","Myrmicini"
"2085","Myrmicini"
"2086",NA
"2087",NA
"2088","Myrmicini"
"2089","Myrmicini"
"2090","Myrmicini"
"2091","Myrmicini"
"2092","Myrmicini"
"2093",NA
"2094",NA
"2095","Myrmicini"
"2096","Myrmicini"
"2097",NA
"2098",NA
"2099","Myrmicini"
"2100",NA
"2101",NA
"2102",NA
"2103","Myrmicariini"
"2104","Myrmicariini"
"2105","Myrmicariini"
"2106","Myrmicariini"
"2107","Myrmicariini"
"2108","Myrmicariini"
"2109","Myrmicariini"
"2110","Myrmicariini"
"2111",NA
"2112",NA
"2113","Attini"
"2114",NA
"2115","Myrmoteratini"
"2116","Myrmoteratini"
"2117","Myrmoteratini"
"2118","Myrmoteratini"
"2119",NA
"2120",NA
"2121","Myrmoteratini"
"2122","Myrmoteratini"
"2123","Myrmoteratini"
"2124","Myrmoteratini"
"2125","Myrmoteratini"
"2126","Myrmoteratini"
"2127",NA
"2128","Myrmoteratini"
"2129","Myrmoteratini"
"2130",NA
"2131","Myrmoteratini"
"2132",NA
"2133","Myrmoteratini"
"2134",NA
"2135","Myrmoteratini"
"2136","Myrmoteratini"
"2137",NA
"2138",NA
"2139",NA
"2140","Amblyoponini"
"2141",NA
"2142",NA
"2143","Amblyoponini"
"2144","Amblyoponini"
"2145","Amblyoponini"
"2146",NA
"2147","Ecitonini"
"2148",NA
"2149","Ecitonini"
"2150","Ecitonini"
"2151","Ecitonini"
"2152","Ecitonini"
"2153","Ecitonini"
"2154","Ecitonini"
"2155","Ecitonini"
"2156","Ecitonini"
"2157",NA
"2158","Ecitonini"
"2159","Ecitonini"
"2160","Ecitonini"
"2161","Ecitonini"
"2162","Ecitonini"
"2163","Ecitonini"
"2164","Ecitonini"
"2165","Ecitonini"
"2166","Ecitonini"
"2167","Ecitonini"
"2168","Ecitonini"
"2169","Ecitonini"
"2170","Ecitonini"
"2171","Ecitonini"
"2172","Ecitonini"
"2173","Ecitonini"
"2174","Ecitonini"
"2175",NA
"2176","Ecitonini"
"2177","Ecitonini"
"2178",NA
"2179","Ecitonini"
"2180","Ecitonini"
"2181","Ecitonini"
"2182",NA
"2183",NA
"2184",NA
"2185",NA
"2186",NA
"2187",NA
"2188",NA
"2189",NA
"2190",NA
"2191",NA
"2192",NA
"2193",NA
"2194",NA
"2195","Ecitonini"
"2196",NA
"2197","Melophorini"
"2198","Melophorini"
"2199","Melophorini"
"2200","Melophorini"
"2201","Camponotini"
"2202",NA
"2203",NA
"2204",NA
"2205",NA
"2206",NA
"2207",NA
"2208",NA
"2209",NA
"2210",NA
"2211",NA
"2212",NA
"2213",NA
"2214",NA
"2215",NA
"2216",NA
"2217",NA
"2218",NA
"2219",NA
"2220",NA
"2221",NA
"2222",NA
"2223",NA
"2224",NA
"2225",NA
"2226",NA
"2227",NA
"2228",NA
"2229",NA
"2230",NA
"2231",NA
"2232",NA
"2233",NA
"2234",NA
"2235","Ochetomyrmecini"
"2236",NA
"2237","Ochetomyrmecini"
"2238","Basicerotini"
"2239",NA
"2240","Basicerotini"
"2241",NA
"2242",NA
"2243","Basicerotini"
"2244","Basicerotini"
"2245","Pheidolini"
"2246","Pheidolini"
"2247","Pheidolini"
"2248","Pheidolini"
"2249","Pheidolini"
"2250","Pheidolini"
"2251","Pheidolini"
"2252","Ponerini"
"2253","Ponerini"
"2254","Ponerini"
"2255","Ponerini"
"2256","Ponerini"
"2257","Ponerini"
"2258","Ponerini"
"2259","Ponerini"
"2260","Ponerini"
"2261","Ponerini"
"2262","Ponerini"
"2263","Ponerini"
"2264","Ponerini"
"2265",NA
"2266","Ponerini"
"2267","Ponerini"
"2268","Ponerini"
"2269",NA
"2270","Ponerini"
"2271","Ponerini"
"2272","Ponerini"
"2273",NA
"2274","Ponerini"
"2275","Ponerini"
"2276","Ponerini"
"2277",NA
"2278","Ponerini"
"2279","Ponerini"
"2280","Ponerini"
"2281",NA
"2282","Ponerini"
"2283","Oecophyllini"
"2284","Oecophyllini"
"2285","Amblyoponini"
"2286",NA
"2287",NA
"2288","Camponotini"
"2289","Camponotini"
"2290","Dacetonini"
"2291","Dacetonini"
"2292","Dacetonini"
"2293",NA
"2294",NA
"2295","Solenopsidini"
"2296","Solenopsidini"
"2297",NA
"2298","Solenopsidini"
"2299",NA
"2300","Solenopsidini"
"2301","Pheidolini"
"2302","Pheidolini"
"2303","Pheidolini"
"2304","Pheidolini"
"2305","Ponerini"
"2306","Ponerini"
"2307","Ponerini"
"2308","Ponerini"
"2309","Ponerini"
"2310","Ponerini"
"2311",NA
"2312",NA
"2313",NA
"2314",NA
"2315",NA
"2316",NA
"2317",NA
"2318",NA
"2319","Paraponerini"
"2320",NA
"2321","Formicoxenini"
"2322","Formicoxenini"
"2323","Formicoxenini"
"2324","Formicoxenini"
"2325","Formicoxenini"
"2326",NA
"2327","Lasiini"
"2328","Lasiini"
"2329",NA
"2330",NA
"2331",NA
"2332","Myrmecinini"
"2333","Myrmecinini"
"2334","Formicoxenini"
"2335","Brachymyrmecini"
"2336","Phalacromyrmecini"
"2337","Camponotini"
"2338",NA
"2339","Pheidolini"
"2340","Pheidolini"
"2341","Pheidolini"
"2342",NA
"2343","Pheidolini"
"2344","Pheidolini"
"2345",NA
"2346",NA
"2347",NA
"2348",NA
"2349","Pheidolini"
"2350",NA
"2351",NA
"2352","Pheidolini"
"2353","Pheidolini"
"2354",NA
"2355","Pheidolini"
"2356","Pheidolini"
"2357","Pheidolini"
"2358","Pheidolini"
"2359","Pheidolini"
"2360","Pheidolini"
"2361","Pheidolini"
"2362","Pheidolini"
"2363","Pheidolini"
"2364","Pheidolini"
"2365","Pheidolini"
"2366",NA
"2367","Pheidolini"
"2368","Pheidolini"
"2369","Pheidolini"
"2370","Pheidolini"
"2371","Pheidolini"
"2372",NA
"2373",NA
"2374","Pheidolini"
"2375","Pheidolini"
"2376","Pheidolini"
"2377","Pheidolini"
"2378",NA
"2379","Pheidolini"
"2380","Pheidolini"
"2381","Pheidolini"
"2382","Pheidolini"
"2383","Pheidolini"
"2384","Pheidolini"
"2385",NA
"2386","Pheidolini"
"2387","Pheidolini"
"2388",NA
"2389",NA
"2390","Pheidolini"
"2391","Pheidolini"
"2392","Pheidolini"
"2393","Pheidolini"
"2394","Pheidolini"
"2395","Pheidolini"
"2396",NA
"2397","Pheidolini"
"2398","Pheidolini"
"2399","Pheidolini"
"2400","Pheidolini"
"2401",NA
"2402",NA
"2403",NA
"2404","Pheidolini"
"2405",NA
"2406",NA
"2407","Pheidolini"
"2408",NA
"2409","Pheidolini"
"2410","Pheidolini"
"2411","Pheidolini"
"2412","Pheidolini"
"2413","Pheidolini"
"2414",NA
"2415",NA
"2416","Pheidolini"
"2417","Pheidolini"
"2418","Pheidolini"
"2419","Pheidolini"
"2420","Pheidolini"
"2421","Pheidolini"
"2422",NA
"2423","Pheidolini"
"2424",NA
"2425","Pheidolini"
"2426","Pheidolini"
"2427","Pheidolini"
"2428","Pheidolini"
"2429","Pheidolini"
"2430","Pheidolini"
"2431","Pheidolini"
"2432",NA
"2433","Pheidolini"
"2434",NA
"2435","Pheidolini"
"2436",NA
"2437","Pheidolini"
"2438",NA
"2439","Pheidolini"
"2440","Pheidolini"
"2441","Pheidolini"
"2442","Pheidolini"
"2443","Pheidolini"
"2444","Pheidolini"
"2445",NA
"2446",NA
"2447",NA
"2448","Pheidolini"
"2449","Pheidolini"
"2450","Pheidolini"
"2451",NA
"2452","Pheidolini"
"2453","Pheidolini"
"2454","Pheidolini"
"2455","Pheidolini"
"2456","Pheidolini"
"2457",NA
"2458","Pheidolini"
"2459",NA
"2460","Pheidolini"
"2461","Pheidolini"
"2462","Pheidolini"
"2463","Pheidolini"
"2464","Pheidolini"
"2465","Pheidolini"
"2466",NA
"2467",NA
"2468","Pheidolini"
"2469","Pheidolini"
"2470","Pheidolini"
"2471","Pheidolini"
"2472","Pheidolini"
"2473","Pheidolini"
"2474",NA
"2475","Pheidolini"
"2476",NA
"2477","Pheidolini"
"2478",NA
"2479",NA
"2480","Pheidolini"
"2481","Pheidolini"
"2482","Pheidolini"
"2483","Pheidolini"
"2484","Pheidolini"
"2485",NA
"2486","Pheidolini"
"2487",NA
"2488","Pheidolini"
"2489",NA
"2490",NA
"2491","Pheidolini"
"2492","Pheidolini"
"2493","Pheidolini"
"2494",NA
"2495",NA
"2496",NA
"2497","Pheidolini"
"2498",NA
"2499","Pheidolini"
"2500",NA
"2501","Pheidolini"
"2502",NA
"2503",NA
"2504",NA
"2505","Pheidolini"
"2506","Pheidolini"
"2507","Pheidolini"
"2508","Pheidolini"
"2509","Pheidolini"
"2510","Pheidolini"
"2511","Pheidolini"
"2512",NA
"2513",NA
"2514","Pheidolini"
"2515","Pheidolini"
"2516","Pheidolini"
"2517","Pheidolini"
"2518",NA
"2519","Pheidolini"
"2520","Pheidolini"
"2521","Pheidolini"
"2522","Pheidolini"
"2523",NA
"2524","Pheidolini"
"2525","Pheidolini"
"2526","Pheidolini"
"2527","Pheidolini"
"2528","Pheidolini"
"2529","Pheidolini"
"2530","Pheidolini"
"2531","Pheidolini"
"2532","Pheidolini"
"2533","Pheidolini"
"2534","Pheidolini"
"2535","Pheidolini"
"2536","Pheidolini"
"2537",NA
"2538","Pheidolini"
"2539",NA
"2540",NA
"2541",NA
"2542",NA
"2543",NA
"2544","Ponerini"
"2545","Plagiolepidini"
"2546","Plagiolepidini"
"2547","Plagiolepidini"
"2548",NA
"2549",NA
"2550","Plagiolepidini"
"2551",NA
"2552","Plagiolepidini"
"2553",NA
"2554","Plagiolepidini"
"2555","Plagiolepidini"
"2556","Plagiolepidini"
"2557","Plagiolepidini"
"2558","Plagiolepidini"
"2559","Plagiolepidini"
"2560","Plagiolepidini"
"2561","Plagiolepidini"
"2562","Platythyreini"
"2563","Platythyreini"
"2564","Platythyreini"
"2565","Platythyreini"
"2566","Platythyreini"
"2567","Platythyreini"
"2568","Platythyreini"
"2569","Platythyreini"
"2570","Platythyreini"
"2571","Platythyreini"
"2572","Platythyreini"
"2573","Platythyreini"
"2574","Platythyreini"
"2575","Platythyreini"
"2576","Ponerini"
"2577","Ponerini"
"2578","Formicoxenini"
"2579","Formicoxenini"
"2580","Formicoxenini"
"2581",NA
"2582","Formicoxenini"
"2583","Myrmicini"
"2584","Myrmicini"
"2585","Myrmicini"
"2586","Myrmicini"
"2587","Myrmicini"
"2588","Myrmicini"
"2589","Myrmicini"
"2590","Myrmicini"
"2591","Myrmicini"
"2592","Myrmicini"
"2593",NA
"2594","Myrmicini"
"2595","Myrmicini"
"2596",NA
"2597",NA
"2598","Myrmicini"
"2599","Myrmicini"
"2600","Myrmicini"
"2601","Myrmicini"
"2602","Myrmicini"
"2603",NA
"2604",NA
"2605",NA
"2606","Myrmicini"
"2607","Myrmicini"
"2608","Myrmicini"
"2609","Myrmicini"
"2610","Myrmicini"
"2611","Myrmicini"
"2612","Myrmicini"
"2613","Myrmicini"
"2614","Myrmicini"
"2615",NA
"2616",NA
"2617",NA
"2618","Myrmicini"
"2619","Myrmicini"
"2620","Myrmicini"
"2621","Myrmicini"
"2622","Myrmicini"
"2623","Formicini"
"2624","Formicini"
"2625",NA
"2626","Formicini"
"2627","Formicini"
"2628","Formicini"
"2629","Formicini"
"2630","Camponotini"
"2631","Camponotini"
"2632","Camponotini"
"2633","Camponotini"
"2634","Camponotini"
"2635","Camponotini"
"2636","Camponotini"
"2637","Camponotini"
"2638",NA
"2639",NA
"2640","Camponotini"
"2641","Camponotini"
"2642","Camponotini"
"2643","Camponotini"
"2644","Camponotini"
"2645","Camponotini"
"2646","Camponotini"
"2647","Camponotini"
"2648","Camponotini"
"2649",NA
"2650","Camponotini"
"2651","Camponotini"
"2652",NA
"2653","Camponotini"
"2654","Camponotini"
"2655","Camponotini"
"2656","Camponotini"
"2657","Camponotini"
"2658","Camponotini"
"2659","Camponotini"
"2660","Camponotini"
"2661","Camponotini"
"2662",NA
"2663","Camponotini"
"2664","Camponotini"
"2665",NA
"2666","Camponotini"
"2667","Camponotini"
"2668","Camponotini"
"2669","Camponotini"
"2670","Camponotini"
"2671","Camponotini"
"2672","Camponotini"
"2673","Camponotini"
"2674","Camponotini"
"2675","Camponotini"
"2676",NA
"2677",NA
"2678","Camponotini"
"2679","Camponotini"
"2680","Camponotini"
"2681","Camponotini"
"2682","Camponotini"
"2683","Camponotini"
"2684","Camponotini"
"2685",NA
"2686",NA
"2687","Camponotini"
"2688","Camponotini"
"2689","Camponotini"
"2690","Camponotini"
"2691",NA
"2692","Camponotini"
"2693",NA
"2694","Camponotini"
"2695","Camponotini"
"2696",NA
"2697","Camponotini"
"2698","Camponotini"
"2699","Camponotini"
"2700","Camponotini"
"2701","Camponotini"
"2702",NA
"2703","Camponotini"
"2704","Camponotini"
"2705","Camponotini"
"2706","Camponotini"
"2707","Camponotini"
"2708","Camponotini"
"2709","Camponotini"
"2710","Camponotini"
"2711",NA
"2712","Camponotini"
"2713","Camponotini"
"2714","Camponotini"
"2715","Camponotini"
"2716",NA
"2717","Camponotini"
"2718",NA
"2719",NA
"2720","Camponotini"
"2721","Camponotini"
"2722","Camponotini"
"2723","Camponotini"
"2724",NA
"2725","Camponotini"
"2726","Camponotini"
"2727","Camponotini"
"2728","Camponotini"
"2729",NA
"2730",NA
"2731","Camponotini"
"2732","Camponotini"
"2733","Camponotini"
"2734","Camponotini"
"2735","Camponotini"
"2736","Ponerini"
"2737","Ponerini"
"2738","Ponerini"
"2739","Ponerini"
"2740",NA
"2741","Ponerini"
"2742","Ponerini"
"2743",NA
"2744",NA
"2745","Ponerini"
"2746","Ponerini"
"2747",NA
"2748","Ponerini"
"2749",NA
"2750","Ectatommini"
"2751","Ponerini"
"2752",NA
"2753",NA
"2754","Ponerini"
"2755","Ponerini"
"2756",NA
"2757","Ponerini"
"2758","Ponerini"
"2759","Ponerini"
"2760","Ponerini"
"2761",NA
"2762","Ponerini"
"2763",NA
"2764","Ponerini"
"2765",NA
"2766",NA
"2767",NA
"2768","Lasiini"
"2769","Lasiini"
"2770",NA
"2771",NA
"2772","Lasiini"
"2773","Lasiini"
"2774","Lasiini"
"2775",NA
"2776",NA
"2777",NA
"2778","Amblyoponini"
"2779","Amblyoponini"
"2780","Amblyoponini"
"2781","Amblyoponini"
"2782","Myrmecinini"
"2783",NA
"2784",NA
"2785",NA
"2786",NA
"2787","Myrmecinini"
"2788","Myrmecinini"
"2789","Myrmecinini"
"2790",NA
"2791","Myrmecinini"
"2792",NA
"2793","Myrmecinini"
"2794","Stenammini"
"2795","Platythyreini"
"2796","Platythyreini"
"2797","Platythyreini"
"2798",NA
"2799","Platythyreini"
"2800","Platythyreini"
"2801","Platythyreini"
"2802",NA
"2803","Platythyreini"
"2804","Proceratiini"
"2805","Proceratiini"
"2806","Proceratiini"
"2807","Proceratiini"
"2808",NA
"2809","Proceratiini"
"2810",NA
"2811","Proceratiini"
"2812",NA
"2813","Proceratiini"
"2814",NA
"2815",NA
"2816","Proceratiini"
"2817","Proceratiini"
"2818","Proceratiini"
"2819",NA
"2820",NA
"2821","Cephalotini"
"2822","Cephalotini"
"2823","Cephalotini"
"2824","Formicini"
"2825","Formicini"
"2826","Formicini"
"2827","Formicini"
"2828","Formicini"
"2829","Formicini"
"2830","Formicini"
"2831","Formicini"
"2832",NA
"2833","Formicini"
"2834","Formicini"
"2835","Melophorini"
"2836","Melophorini"
"2837","Melophorini"
"2838","Melophorini"
"2839",NA
"2840",NA
"2841",NA
"2842","Anomalomyrmini"
"2843",NA
"2844",NA
"2845",NA
"2846",NA
"2847","Ponerini"
"2848","Attini"
"2849","Lasiini"
"2850","Lasiini"
"2851","Lasiini"
"2852","Lasiini"
"2853",NA
"2854","Lasiini"
"2855",NA
"2856",NA
"2857",NA
"2858",NA
"2859",NA
"2860",NA
"2861",NA
"2862",NA
"2863",NA
"2864",NA
"2865",NA
"2866",NA
"2867",NA
"2868",NA
"2869",NA
"2870",NA
"2871",NA
"2872",NA
"2873",NA
"2874",NA
"2875",NA
"2876",NA
"2877",NA
"2878",NA
"2879",NA
"2880",NA
"2881",NA
"2882",NA
"2883",NA
"2884",NA
"2885",NA
"2886",NA
"2887",NA
"2888",NA
"2889","Melophorini"
"2890",NA
"2891",NA
"2892","Pheidologetonini"
"2893",NA
"2894",NA
"2895",NA
"2896","Pheidologetonini"
"2897",NA
