"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff"
"Aspalathus ulicina",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Aspalathus ulicina","Aspalathus ulicina","Wikispecies",0.988,2,TRUE
"Aspalathus uniflora",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Aspalathus uniflora","Aspalathus uniflora","Wikispecies",0.988,2,TRUE
"Astracantha echinus",1,0,0,2.24e+12,28.82183296,28.82183296,0,0,"Astracantha echinus","Astracantha echinus","Encyclopedia of Life",0.988,2,TRUE
"Astracantha gummifera",1,0,0,1.39e+12,36.64309136,36.64309136,0,1,"Astracantha gummifera","Astracantha gummifera","Encyclopedia of Life",0.988,2,TRUE
"Astragalus aboriginum",1,0,0,1.99e+12,43.79902651,43.79902651,0,0,"Astragalus aboriginum","Astragalus aboriginum","Wikispecies",0.988,2,TRUE
"Astragalus adsurgens",1,0,0,4.34e+13,50.50480983,50.50480983,0,3,"Astragalus adsurgens","Astragalus adsurgens","National Center for Biotechnology Information",0.988,2,TRUE
"Astragalus aduncus",1,0,0,2.58e+12,34.83688205,34.83688205,0,0,"Astragalus aduncus","Astragalus aduncus","Wikispecies",0.988,2,TRUE
"Astragalus agrestis",1,0,0,1.96e+13,50.27454549,50.27454549,0,0,"Astragalus agrestis","Astragalus agrestis","Wikispecies",0.988,2,TRUE
"Astragalus algerianus",1,0,0,3.37e+12,34.7144992,34.7144992,0,0,"Astragalus algerianus","Astragalus algerianus","Encyclopedia of Life",0.988,2,TRUE
"Astragalus allochrous",1,0,0,1.7e+12,33.95816113,33.95816113,0,0,"Astragalus allochrous","Astragalus allochrous","Wikispecies",0.988,2,TRUE
"Astragalus alopecias",0,0,0,7.88e+12,41.43758712,41.43758712,0,3,"Astragalus alopecias","Astragalus alopecias","Wikispecies",0.988,2,TRUE
"Astragalus alopecuroides",1,0,0,3.75e+12,36.27001274,36.27001274,0,0,"Astragalus alopecuroides","Astragalus alopecuroides","Wikispecies",0.988,2,TRUE
"Astragalus alpinus",1,0,0,2.94e+13,50.46312881,50.46312881,0,0,"Astragalus alpinus","Astragalus alpinus","Wikispecies",0.988,2,TRUE
"Astragalus americanus",1,0,0,1.1e+12,43.82268732,43.82268732,0,0,"Astragalus americanus","Astragalus americanus","Wikispecies",0.988,2,TRUE
"Astragalus amherstianus",1,0,0,3.75e+12,29.69405244,29.69405244,1,0,"Astragalus amherstianus","Astragalus amherstianus","Encyclopedia of Life",0.988,2,TRUE
"Astragalus ammodytes",1,0,0,1.15e+13,47.74717634,47.74717634,0,0,"Astragalus ammodytes","Astragalus ammodytes","Wikispecies",0.988,2,TRUE
"Astragalus angustifolius",1,0,0,1.49e+12,38.17724259,38.17724259,0,0,"Astragalus angustifolius","Astragalus angustifolius","Wikispecies",0.988,2,TRUE
"Astragalus annularis",1,0,0,2.7e+12,27.24618072,27.24618072,1,0,"Astragalus annularis","Astragalus annularis","Wikispecies",0.988,2,TRUE
"Astragalus arenarius",1,1,3.36e+11,1.03e+13,55.89464676,55.89464676,0,0,"Astragalus arenarius","Astragalus arenarius","Wikispecies",0.988,2,TRUE
"Astragalus argophyllus",1,0,0,1.65e+12,41.72754302,41.72754302,0,0,"Astragalus argophyllus","Astragalus argophyllus","Wikispecies",0.988,2,TRUE
"Astragalus armatus",1,0,0,2.88e+12,29.03705996,29.03705996,0,0,"Astragalus armatus","Astragalus armatus","Wikispecies",0.988,2,TRUE
"Astragalus asper",1,0,0,7.51e+12,48.15722064,48.15722064,0,1,"Astragalus asper","Astragalus asper","Wikispecies",0.988,2,TRUE
"Astragalus asymmetricus",1,0,0,4.08e+11,37.23999046,37.23999046,0,0,"Astragalus asymmetricus","Astragalus asymmetricus","Wikispecies",0.988,2,TRUE
"Astragalus atropilosulus",1,0,0,1.28e+13,-2.61975671,2.61975671,0,0,"Astragalus atropilosulus","Astragalus atropilosulus","Wikispecies",0.988,2,TRUE
"Astragalus australis",1,0,0,7.54e+12,46.26732967,46.26732967,0,0,"Astragalus australis","Astragalus australis","Wikispecies",0.988,2,TRUE
"Astragalus austrosibiricus",1,0,0,1.63e+12,41.12316666,41.12316666,0.171641791,0,"Astragalus austrosibiricus","Astragalus austrosibiricus","National Center for Biotechnology Information",0.988,2,TRUE
"Astragalus beckwithii",1,0,0,1.15e+12,42.66982452,42.66982452,0,0,"Astragalus beckwithii","Astragalus beckwithii","Wikispecies",0.988,2,TRUE
"Astragalus bisulcatus",1,0,0,3.03e+12,41.13777045,41.13777045,0,0,"Astragalus bisulcatus","Astragalus bisulcatus","Wikispecies",0.988,2,TRUE
"Astragalus bodinii",1,0,0,1.16e+12,41.44667153,41.44667153,0,0,"Astragalus bodinii","Astragalus bodinii","Wikispecies",0.988,2,TRUE
"Astragalus boeticus",1,0,0,1e+13,36.63369143,36.63369143,1,1,"Astragalus boeticus","Astragalus boeticus","Wikispecies",0.988,2,TRUE
"Astragalus bolanderi",1,0,0,6.94e+11,38.12882214,38.12882214,0,0,"Astragalus bolanderi","Astragalus bolanderi","Wikispecies",0.988,2,TRUE
"Astragalus brachycarpus",1,0,0,5.59e+12,46.34475855,46.34475855,0,0,"Astragalus brachycarpus","Astragalus brachycarpus","Wikispecies",0.988,2,TRUE
"Astragalus brazoensis",1,0,0,6.85e+11,31.49694154,31.49694154,1,0,"Astragalus brazoensis","Astragalus brazoensis","Wikispecies",0.988,2,TRUE
"Astragalus callichrous",1,0,0,3.14e+11,33.64322829,33.64322829,1,0,"Astragalus callichrous","Astragalus callichrous","Wikispecies",0.988,2,TRUE
"Astragalus campylosema",1,0,0,2.41e+12,37.50137274,37.50137274,0,0,"Astragalus campylosema","Astragalus campylosema","National Center for Biotechnology Information",0.988,2,TRUE
"Astragalus canadensis",1,0,0,2.21e+13,50.8111516,50.8111516,0,0,"Astragalus canadensis","Astragalus canadensis","Wikispecies",0.988,2,TRUE
"Astragalus ceramicus",1,0,0,2.93e+12,40.98906182,40.98906182,0,0,"Astragalus ceramicus","Astragalus ceramicus","Wikispecies",0.988,2,TRUE
"Astragalus chamissonis",1,0,0,NA,NA,NA,0,0,"Astragalus chamissonis","Astragalus chamissonis","Wikispecies",0.988,2,TRUE
"Astragalus chinensis",1,1,2.16e+11,5.25e+12,47.88418773,47.88418773,0,2,"Astragalus chinensis","Astragalus chinensis","Wikispecies",0.988,2,TRUE
"Astragalus chlorostachys",1,0,0,2.25e+12,28.52939407,28.52939407,0,0,"Astragalus chlorostachys","Astragalus chlorostachys","Wikispecies",0.988,2,TRUE
"Astragalus chrysopterus",1,0,0,2.19e+12,35.49687607,35.49687607,0,0,"Astragalus chrysopterus","Astragalus chrysopterus","Wikispecies",0.988,2,TRUE
"Astragalus cicer",1,6,2.75e+12,1.57e+13,48.64765782,48.64765782,0,3,"Astragalus cicer","Astragalus cicer","Wikispecies",0.988,2,TRUE
"Astragalus complanatus",1,0,0,1.77e+12,32.61559492,32.61559492,0,0,"Astragalus complanatus","Astragalus complanatus","National Center for Biotechnology Information",0.988,2,TRUE
"Astragalus concretus",1,0,0,1.94e+11,27.74402377,27.74402377,0,0,"Astragalus concretus","Astragalus concretus","Wikispecies",0.988,2,TRUE
"Astragalus coquimbensis",1,0,0,NA,NA,NA,1,0,"Astragalus coquimbensis","Astragalus coquimbensis","Wikispecies",0.988,2,TRUE
"Astragalus corrugatus",1,0,0,1.17e+13,37.51944817,37.51944817,0,2,"Astragalus corrugatus","Astragalus corrugatus","National Center for Biotechnology Information",0.988,2,TRUE
"Astragalus crassicarpus",1,0,0,6.15e+12,45.50311919,45.50311919,0,1,"Astragalus crassicarpus","Astragalus crassicarpus","Wikispecies",0.988,2,TRUE
"Astragalus crenatus",1,0,0,7.95e+11,29.35662229,29.35662229,1,1,"Astragalus crenatus","Astragalus crenatus","Wikispecies",0.988,2,TRUE
"Astragalus cysticalyx",1,0,0,4.36e+12,44.64160545,44.64160545,0,0,"Astragalus cysticalyx","Astragalus cysticalyx","Wikispecies",0.988,2,TRUE
"Astragalus dahuricus",1,0,0,8.02e+11,32.83900418,32.83900418,0.171641791,0,"Astragalus dahuricus","Astragalus dahuricus","Wikispecies",0.988,2,TRUE
"Astragalus danicus",1,0,0,2.62e+13,51.8283246,51.8283246,0,2,"Astragalus danicus","Astragalus danicus","Wikispecies",0.988,2,TRUE
"Astragalus densiflorus",1,0,0,6.9e+12,42.01897549,42.01897549,0,0,"Astragalus densiflorus","Astragalus densiflorus","Wikispecies",0.988,2,TRUE
"Astragalus drummondii",1,0,0,1.75e+12,42.63576347,42.63576347,0,0,"Astragalus drummondii","Astragalus drummondii","Wikispecies",0.988,2,TRUE
"Astragalus echinatus",1,0,0,5.16e+12,37.35889102,37.35889102,1,0,"Astragalus echinatus","Astragalus echinatus","Wikispecies",0.988,2,TRUE
"Astragalus epiglottis",1,0,0,7.13e+12,36.77551761,36.77551761,1,0,"Astragalus epiglottis","Astragalus epiglottis","Wikispecies",0.988,2,TRUE
"Astragalus eucosmus",1,0,0,1.54e+12,43.14909047,43.14909047,0,0,"Astragalus eucosmus","Astragalus eucosmus","Wikispecies",0.988,2,TRUE
"Astragalus falcatus",1,3,1.32e+12,9.83e+12,48.88049292,48.88049292,0,3,"Astragalus falcatus","Astragalus falcatus","Wikispecies",0.988,2,TRUE
"Astragalus falciformis",1,0,0,2.47e+12,28.55837994,28.55837994,0,0,"Astragalus falciformis","Astragalus falciformis","Wikispecies",0.988,2,TRUE
"Astragalus filicaulis",0,0,0,7.15e+12,40.29857083,40.29857083,1,1,"Astragalus filicaulis","Astragalus filicaulis","Wikispecies",0.988,2,TRUE
"Astragalus flexuosus",1,0,0,2.54e+12,41.74890167,41.74890167,0,0,"Astragalus flexuosus","Astragalus flexuosus","Wikispecies",0.988,2,TRUE
"Astragalus frigidus",1,0,0,5.09e+12,45.42187024,45.42187024,0,0,"Astragalus frigidus","Astragalus frigidus","Wikispecies",0.988,2,TRUE
"Astragalus galegiformis",1,0,0,6.48e+12,46.54078345,46.54078345,0,2,"Astragalus galegiformis","Astragalus galegiformis","Wikispecies",0.988,2,TRUE
"Astragalus gambelianus",1,0,0,6.59e+11,39.95171562,39.95171562,1,0,"Astragalus gambelianus","Astragalus gambelianus","Freebase",0.988,2,TRUE
"Astragalus geminiflorus",1,0,0,NA,NA,NA,0.171641791,0,"Astragalus geminiflorus","Astragalus geminiflorus","Wikispecies",0.988,2,TRUE
"Astragalus glaux",1,0,0,4e+12,36.26981996,36.26981996,0,0,"Astragalus glaux","Astragalus glaux","Wikispecies",0.988,2,TRUE
"Astragalus glycyphyllos",1,4,1.39e+13,2.17e+13,48.45940725,48.45940725,0,3,"Astragalus glycyphyllos","Astragalus glycyphyllos","Wikispecies",0.988,2,TRUE
"Astragalus gombo",1,0,0,4.49e+12,28.32858923,28.32858923,0,0,"Astragalus gombo","Astragalus gombo","Wikispecies",0.988,2,TRUE
"Astragalus gracilis",1,0,0,2.88e+12,39.43824758,39.43824758,0,0,"Astragalus gracilis","Astragalus gracilis","Wikispecies",0.988,2,TRUE
"Astragalus graveolens",1,0,0,1.81e+12,28.49531713,28.49531713,0,0,"Astragalus graveolens","Astragalus graveolens","Wikispecies",0.988,2,TRUE
"Astragalus hamosus",1,2,7.92e+12,1.99e+13,39.3415933,39.3415933,1,2,"Astragalus hamosus","Astragalus hamosus","Wikispecies",0.988,2,TRUE
"Astragalus himalayanus",1,0,0,1.43e+12,29.37497608,29.37497608,0,1,"Astragalus himalayanus","Astragalus himalayanus","Wikispecies",0.988,2,TRUE
"Astragalus hispidulus",1,0,0,2.54e+12,26.79516794,26.79516794,1,0,"Astragalus hispidulus","Astragalus hispidulus","Wikispecies",0.988,2,TRUE
"Astragalus hornii",1,0,0,4.08e+11,37.23999046,37.23999046,1,0,"Astragalus hornii","Astragalus hornii","Wikispecies",0.988,2,TRUE
"Astragalus humistratus",1,0,0,1.39e+12,37.16120228,37.16120228,0,0,"Astragalus humistratus","Astragalus humistratus","Wikispecies",0.988,2,TRUE
"Astragalus hypogaeus",1,0,0,9.33e+12,52.39443043,52.39443043,0,1,"Astragalus hypogaeus","Astragalus hypogaeus","Wikispecies",0.988,2,TRUE
"Astragalus hypoglottis",1,0,0,1.69e+12,42.54554508,42.54554508,0,0,"Astragalus hypoglottis","Astragalus hypoglottis","Wikispecies",0.988,2,TRUE
"Astragalus jaegerianus",1,0,0,4.08e+11,37.23999046,37.23999046,0,0,"Astragalus jaegerianus","Astragalus jaegerianus","Wikispecies",0.988,2,TRUE
"Astragalus karkarensis",1,0,0,4.55e+12,43.58270653,43.58270653,0,1,"Astragalus karkarensis","Astragalus karkarensis","Wikispecies",0.988,2,TRUE
"Astragalus kentrophyta",1,0,0,3.65e+12,41.40478753,41.40478753,0,0,"Astragalus kentrophyta","Astragalus kentrophyta","Wikispecies",0.988,2,TRUE
"Astragalus lasiophyllus",1,0,0,1.15e+13,47.05544852,47.05544852,0,1,"Astragalus lasiophyllus","Astragalus lasiophyllus","Encyclopedia of Life",0.988,2,TRUE
"Astragalus lehmannianus",1,0,0,1.04e+13,46.57561248,46.57561248,0,1,"Astragalus lehmannianus","Astragalus lehmannianus","Wikispecies",0.988,2,TRUE
"Astragalus lentiginosus",1,0,0,4.77e+12,31.14156297,31.14156297,0,0,"Astragalus lentiginosus","Astragalus lentiginosus","Wikispecies",0.988,2,TRUE
"Astragalus leontinus",1,0,0,1.17e+12,45.03699398,45.03699398,0,0,"Astragalus leontinus","Astragalus leontinus","Wikispecies",0.988,2,TRUE
"Astragalus leptocarpus",1,0,0,9.42e+11,31.95788362,31.95788362,1,0,"Astragalus leptocarpus","Astragalus leptocarpus","Wikispecies",0.988,2,TRUE
"Astragalus leucocephalus",1,0,0,3.26e+12,29.66656458,29.66656458,0,0,"Astragalus leucocephalus","Astragalus leucocephalus","Wikispecies",0.988,2,TRUE
"Astragalus lindheimeri",1,0,0,8.66e+11,32.38320007,32.38320007,1,0,"Astragalus lindheimeri","Astragalus lindheimeri","Wikispecies",0.988,2,TRUE
"Astragalus lonchocarpus",1,0,0,1.39e+12,37.16120228,37.16120228,0,0,"Astragalus lonchocarpus","Astragalus lonchocarpus","Wikispecies",0.988,2,TRUE
"Astragalus luristanicus",1,0,0,1.62e+12,32.56479713,32.56479713,0,0,"Astragalus luristanicus","Astragalus luristanicus","Encyclopedia of Life",0.988,2,TRUE
"Astragalus miniatus",1,0,0,3.65e+12,46.64285766,46.64285766,0,0,"Astragalus miniatus","Astragalus miniatus","Wikispecies",0.988,2,TRUE
"Astragalus miser",1,0,0,2.32e+12,42.08428343,42.08428343,0,0,"Astragalus miser","Astragalus miser","Wikispecies",0.988,2,TRUE
"Astragalus missouriensis",1,0,0,3.47e+12,40.03835241,40.03835241,0,0,"Astragalus missouriensis","Astragalus missouriensis","Wikispecies",0.988,2,TRUE
"Astragalus mollissimus",1,0,0,2.12e+12,36.49303904,36.49303904,0,0,"Astragalus mollissimus","Astragalus mollissimus","Wikispecies",0.988,2,TRUE
"Astragalus monspessulanus",1,0,0,5.61e+12,42.46664936,42.46664936,0,2,"Astragalus monspessulanus","Astragalus monspessulanus","Wikispecies",0.988,2,TRUE
"Astragalus neglectus",1,0,0,9.22e+12,42.53155377,42.53155377,0,0,"Astragalus neglectus","Astragalus neglectus","Wikispecies",0.988,2,TRUE
"Astragalus nothoxys",1,0,0,6.09e+11,34.36209004,34.36209004,0,0,"Astragalus nothoxys","Astragalus nothoxys","Wikispecies",0.988,2,TRUE
"Astragalus nuttallianus",1,0,0,2.87e+12,35.89107817,35.89107817,1,0,"Astragalus nuttallianus","Astragalus nuttallianus","Wikispecies",0.988,2,TRUE
"Astragalus nuttallii",1,0,0,4.08e+11,37.23999046,37.23999046,0,0,"Astragalus nuttallii","Astragalus nuttallii","Wikispecies",0.988,2,TRUE
"Astragalus odoratus",1,1,2.31e+11,6.07e+12,40.88179525,40.88179525,0,0,"Astragalus odoratus","Astragalus odoratus","Wikispecies",0.988,2,TRUE
"Astragalus onobrychis",1,0,0,2.19e+13,44.24515104,44.24515104,0,3,"Astragalus onobrychis","Astragalus onobrychis","Wikispecies",0.988,2,TRUE
"Astragalus orbiculatus",1,0,0,8.68e+12,37.41059884,37.41059884,0,0,"Astragalus orbiculatus","Astragalus orbiculatus","Wikispecies",0.988,2,TRUE
"Astragalus oxyglottis",1,0,0,1.13e+13,39.48917967,39.48917967,1,0,"Astragalus oxyglottis","Astragalus oxyglottis","Wikispecies",0.988,2,TRUE
"Astragalus palmeri",1,0,0,4.08e+11,37.23999046,37.23999046,0,0,"Astragalus palmeri","Astragalus palmeri","Wikispecies",0.988,2,TRUE
"Astragalus pectinatus",1,0,0,1.7e+12,43.35977342,43.35977342,0,0,"Astragalus pectinatus","Astragalus pectinatus","Wikispecies",0.988,2,TRUE
"Astragalus pehuenches",1,0,0,NA,NA,NA,0.171641791,0,"Astragalus pehuenches","Astragalus pehuenches","Wikispecies",0.988,2,TRUE
"Astragalus pelecinus",1,0,0,1.5e+13,32.30291034,32.30291034,1,1,"Astragalus pelecinus","Astragalus pelecinus","National Center for Biotechnology Information",0.988,2,TRUE
"Astragalus podocarpus",1,0,0,1.7e+12,36.47247655,36.47247655,0,0,"Astragalus podocarpus","Astragalus podocarpus","Wikispecies",0.988,2,TRUE
"Astragalus politovii",1,0,0,6.35e+12,52.02158793,52.02158793,0,0,"Astragalus politovii","Astragalus politovii","Wikispecies",0.988,2,TRUE
"Astragalus ponticus",1,0,0,8.38e+12,45.9121057,45.9121057,0,0,"Astragalus ponticus","Astragalus ponticus","Wikispecies",0.988,2,TRUE
"Astragalus purshii",1,0,0,2.84e+12,42.73888817,42.73888817,0,0,"Astragalus purshii","Astragalus purshii","Wikispecies",0.988,2,TRUE
"Astragalus reflexistipulus",1,0,0,3.71e+11,37.60209081,37.60209081,0,1,"Astragalus reflexistipulus","Astragalus reflexistipulus","Wikispecies",0.988,2,TRUE
"Astragalus robbinsii",1,0,0,1.97e+12,44.19936676,44.19936676,0,0,"Astragalus robbinsii","Astragalus robbinsii","Wikispecies",0.988,2,TRUE
"Astragalus roemeri",1,0,0,2.37e+11,45.84359796,45.84359796,0,0,"Astragalus roemeri","Astragalus roemeri","Wikispecies",0.988,2,TRUE
"Astragalus rusbyi",1,0,0,2.94e+11,34.29669616,34.29669616,0,0,"Astragalus rusbyi","Astragalus rusbyi","Wikispecies",0.988,2,TRUE
"Astragalus saccocalyx",1,0,0,4.36e+12,44.64160545,44.64160545,0,0,"Astragalus saccocalyx","Astragalus saccocalyx","Wikispecies",0.988,2,TRUE
"Astragalus scaberrimus",1,0,0,1.25e+13,47.07382447,47.07382447,0,1,"Astragalus scaberrimus","Astragalus scaberrimus","Wikispecies",0.988,2,TRUE
"Astragalus sempervirens",1,0,0,1.44e+12,41.61067814,41.61067814,0,0,"Astragalus sempervirens","Astragalus sempervirens","Wikispecies",0.988,2,TRUE
"Astragalus sesameus",1,1,7.69e+12,5.74e+12,38.30888274,38.30888274,1,0,"Astragalus sesameus","Astragalus sesameus","Wikispecies",0.988,2,TRUE
"Astragalus sikkimensis",1,0,0,5.21e+11,26.91950326,26.91950326,0,0,"Astragalus sikkimensis","Astragalus sikkimensis","Wikispecies",0.988,2,TRUE
"Astragalus siliquosus",1,0,0,3.21e+12,34.77239125,34.77239125,0,0,"Astragalus siliquosus","Astragalus siliquosus","Wikispecies",0.988,2,TRUE
"Astragalus sinicus",1,0,0,3.44e+12,26.06009224,26.06009224,0,1,"Astragalus sinicus","Astragalus sinicus","Wikispecies",0.988,2,TRUE
"Astragalus spatulatus",1,0,0,1.92e+12,43.54344311,43.54344311,0,0,"Astragalus spatulatus","Astragalus spatulatus","Wikispecies",0.988,2,TRUE
"Astragalus steinbergianus",1,0,0,4.36e+12,44.64160545,44.64160545,0,0,"Astragalus steinbergianus","Astragalus steinbergianus","Wikispecies",0.988,2,TRUE
"Astragalus stenoceras",1,0,0,1.41e+13,48.55747679,48.55747679,0,1,"Astragalus stenoceras","Astragalus stenoceras","Wikispecies",0.988,2,TRUE
"Astragalus stevenianus",1,0,0,1.25e+13,49.97005713,49.97005713,0,2,"Astragalus stevenianus","Astragalus stevenianus","Wikispecies",0.988,2,TRUE
"Astragalus stipulatus",1,0,0,1.41e+12,28.28556305,28.28556305,0,0,"Astragalus stipulatus","Astragalus stipulatus","Wikispecies",0.988,2,TRUE
"Astragalus subumbellatus",1,0,0,3.54e+12,29.98891433,29.98891433,1,0,"Astragalus subumbellatus","Astragalus subumbellatus","Wikispecies",0.988,2,TRUE
"Astragalus sulcatus",1,0,0,2.16e+13,48.83182958,48.83182958,0,1,"Astragalus sulcatus","Astragalus sulcatus","Wikispecies",0.988,2,TRUE
"Astragalus tenellus",1,0,0,2.75e+12,42.43797609,42.43797609,0,0,"Astragalus tenellus","Astragalus tenellus","Wikispecies",0.988,2,TRUE
"Astragalus tener",1,0,0,4.08e+11,37.23999046,37.23999046,1,0,"Astragalus tener","Astragalus tener","Wikispecies",0.988,2,TRUE
"Astragalus tenuifolius",1,0,0,1.15e+13,56.94135678,56.94135678,0,0,"Astragalus tenuifolius","Astragalus tenuifolius","Encyclopedia of Life",0.988,2,TRUE
"Astragalus tibetanus",1,0,0,1.62e+13,43.24140425,43.24140425,0,1,"Astragalus tibetanus","Astragalus tibetanus","Wikispecies",0.988,2,TRUE
"Astragalus tribuloides",1,0,0,1.28e+13,38.23611007,38.23611007,1,2,"Astragalus tribuloides","Astragalus tribuloides","Wikispecies",0.988,2,TRUE
"Astragalus trichocarpus",1,0,0,1.33e+12,29.57943663,29.57943663,0,0,"Astragalus trichocarpus","Astragalus trichocarpus","Wikispecies",0.988,2,TRUE
"Astragalus trichopodus",1,0,0,4.08e+11,37.23999046,37.23999046,0,0,"Astragalus trichopodus","Astragalus trichopodus","Wikispecies",0.988,2,TRUE
"Astragalus uliginosus",1,0,0,1.84e+13,52.28284247,52.28284247,0,3,"Astragalus uliginosus","Astragalus uliginosus","Wikispecies",0.988,2,TRUE
"Astragalus umbellatus",1,0,0,1.22e+13,58.41555631,58.41555631,0,1,"Astragalus umbellatus","Astragalus umbellatus","Wikispecies",0.988,2,TRUE
"Astragalus utahensis",1,0,0,1.23e+12,42.00561404,42.00561404,0,0,"Astragalus utahensis","Astragalus utahensis","Wikispecies",0.988,2,TRUE
"Astragalus vaginatus",1,0,0,1.02e+13,56.19463876,56.19463876,0,0,"Astragalus vaginatus","Astragalus vaginatus","Wikispecies",0.988,2,TRUE
"Astragalus vexilliflexus",1,0,0,1.23e+12,45.43323041,45.43323041,0,0,"Astragalus vexilliflexus","Astragalus vexilliflexus","Wikispecies",0.988,2,TRUE
"Astragalus whitneyi",1,0,0,1.34e+12,41.64647681,41.64647681,0,0,"Astragalus whitneyi","Astragalus whitneyi","Wikispecies",0.988,2,TRUE
"Astragalus wootonii",1,0,0,67616508436,19.20198844,19.20198844,0,0,"Astragalus wootonii","Astragalus wootonii","Wikispecies",0.988,2,TRUE
"Astragalus zingeri",1,0,0,8.63e+12,52.94832088,52.94832088,0,0,"Astragalus zingeri","Astragalus zingeri","Wikispecies",0.988,2,TRUE
"Ateleia apetala",1,1,1.47e+11,1.1e+11,21.6201256,21.6201256,0,0,"Ateleia apetala","Ateleia apetala","Wikispecies",0.988,2,TRUE
"Ateleia glazioveana",1,0,0,NA,NA,NA,0,0,"Ateleia glazioveana","Ateleia glazioveana","Wikispecies",0.988,2,TRUE
"Ateleia gummifera",1,0,0,6.21e+11,15.15639366,15.15639366,0,0,"Ateleia gummifera","Ateleia gummifera","Wikispecies",0.988,2,TRUE
"Ateleia ovata",1,0,0,NA,NA,NA,0,0,"Ateleia ovata","Ateleia ovata","Wikispecies",0.988,2,TRUE
"Baikiaea insignis",0,2,2.56e+11,6.75e+12,-2.48413844,2.48413844,0,2,"Baikiaea insignis","Baikiaea insignis","Wikispecies",0.988,2,TRUE
"Baikiaea plurijuga",0,0,0,3.77e+12,-16.98362808,16.98362808,0,3,"Baikiaea plurijuga","Baikiaea plurijuga","Wikispecies",0.988,2,TRUE
"Balsamocarpon brevifolium",0,0,0,7.46e+11,-37.87141315,37.87141315,0,0,"Balsamocarpon brevifolium","Balsamocarpon brevifolium","Wikispecies",0.988,2,TRUE
"Baphia laurifolia",1,0,0,4.95e+12,1.70143948,1.70143948,0,0,"Baphia laurifolia","Baphia laurifolia","Wikispecies",0.988,2,TRUE
"Baphia massaiensis",1,0,0,1.05e+13,-18.57377333,18.57377333,0,0,"Baphia massaiensis","Baphia massaiensis","Wikispecies",0.988,2,TRUE
"Baphia maxima",1,0,0,3.96e+12,2.00044477,2.00044477,0,0,"Baphia maxima","Baphia maxima","Wikispecies",0.988,2,TRUE
"Baphia pubescens",1,0,0,4.79e+12,5.50045782,5.50045782,0,3,"Baphia pubescens","Baphia pubescens","Wikispecies",0.988,2,TRUE
"Baphiopsis parviflora",0,0,0,5.48e+12,-1.20244155,1.20244155,0,0,"Baphiopsis parviflora","Baphiopsis parviflora","Wikispecies",0.988,2,TRUE
"Baptisia alba",1,0,0,1.76e+13,53.69006494,53.69006494,0,0,"Baptisia alba","Baptisia alba","Wikispecies",0.988,2,TRUE
"Baptisia australis",1,2,1.36e+13,1.09e+13,38.25573071,38.25573071,0,0,"Baptisia australis","Baptisia australis","Wikispecies",0.988,2,TRUE
"Baptisia bracteata",1,0,0,3.47e+12,37.69622659,37.69622659,0,0,"Baptisia bracteata","Baptisia bracteata","Wikispecies",0.988,2,TRUE
"Baptisia perfoliata",1,0,0,3.8e+11,31.42637685,31.42637685,0,0,"Baptisia perfoliata","Baptisia perfoliata","Wikispecies",0.988,2,TRUE
"Baptisia tinctoria",1,0,0,1.11e+13,43.10744572,43.10744572,0,0,"Baptisia tinctoria","Baptisia tinctoria","Wikispecies",0.988,2,TRUE
"Barbieria pinnata",0,0,0,1.12e+13,12.43469358,12.43469358,0,1,"Barbieria pinnata","Barbieria pinnata","Wikispecies",0.988,2,TRUE
"Batesia floribunda",0,0,0,5.23e+12,-3.77680124,3.77680124,0,0,"Batesia floribunda","Batesia floribunda","Wikispecies",0.988,2,TRUE
"Bauhinia acreana",0,0,0,1.09e+13,-11.71981137,11.71981137,0,0,"Bauhinia acreana","Bauhinia acreana","Wikispecies",0.988,2,TRUE
"Bauhinia acuminata",0,16,1e+13,8.12e+11,5.21961898,5.21961898,0,6,"Bauhinia acuminata","Bauhinia acuminata","Wikispecies",0.988,2,TRUE
"Bauhinia acuruana",0,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Bauhinia acuruana","Bauhinia acuruana","Wikispecies",0.988,2,TRUE
"Bauhinia alata",0,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Bauhinia alata","Bauhinia alata","Encyclopedia of Life",0.988,2,TRUE
"Bauhinia angulosa",0,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Bauhinia angulosa","Bauhinia angulosa","Wikispecies",0.988,2,TRUE
"Bauhinia bauhinioides",0,0,0,1.17e+13,-20.47849081,20.47849081,0,0,"Bauhinia bauhinioides","Bauhinia bauhinioides","Wikispecies",0.988,2,TRUE
"Bauhinia bidentata",0,0,0,3.24e+12,4.48045585,4.48045585,0,0,"Bauhinia bidentata","Bauhinia bidentata","Wikispecies",0.988,2,TRUE
"Bauhinia binata",0,3,2.51e+12,1.07e+13,-5.88143799,5.88143799,0,2,"Bauhinia binata","Bauhinia binata","National Center for Biotechnology Information",0.988,2,TRUE
"Bauhinia brachycarpa",0,0,0,4.39e+12,24.29386862,24.29386862,0,0,"Bauhinia brachycarpa","Bauhinia brachycarpa","Wikispecies",0.988,2,TRUE
